80015440;MULTICAL 303;Varme;08-10-2025 00:00;0;71,53;m3;49,41;C;29,61;C;0,063;m3/h;22617;m3xC;17850;m3xC;12138;h
80682351;MULTICAL 303;Varme;08-10-2025 00:05;0;377,90;m3;62,80;C;37,82;C;0,087;m3/h;22836;m3xC;7206;m3xC;12370;h
80148228;MULTICAL 303;Varme;08-10-2025 00:10;0;420,96;m3;49,64;C;44,98;C;0,182;m3/h;12168;m3xC;6488;m3xC;12248;h
80629939;MULTICAL 303;Varme;08-10-2025 00:15;0;283,09;m3;48,69;C;25,37;C;0,166;m3/h;21108;m3xC;17779;m3xC;12312;h
80515339;MULTICAL 303;Varme;08-10-2025 00:20;0;395,88;m3;49,36;C;46,65;C;0,257;m3/h;13001;m3xC;15955;m3xC;12432;h
80917121;MULTICAL 303;Varme;08-10-2025 00:25;0;169,78;m3;55,54;C;26,79;C;0,205;m3/h;12282;m3xC;15474;m3xC;12086;h
80674294;MULTICAL 303;Varme;08-10-2025 00:30;0;55,79;m3;45,65;C;37,42;C;0,165;m3/h;10298;m3xC;7863;m3xC;12001;h
80312741;MULTICAL 303;Varme;08-10-2025 00:35;0;202,43;m3;56,52;C;35,68;C;0,293;m3/h;19096;m3xC;7991;m3xC;12405;h
80336776;MULTICAL 303;Varme;08-10-2025 00:40;0;353,52;m3;56,32;C;35,94;C;0,140;m3/h;8400;m3xC;11040;m3xC;12311;h
80499486;MULTICAL 303;Varme;08-10-2025 00:45;0;428,45;m3;53,71;C;37,14;C;0,183;m3/h;15354;m3xC;12681;m3xC;12035;h
80913030;MULTICAL 303;Varme;08-10-2025 00:50;0;294,06;m3;59,88;C;35,75;C;0,107;m3/h;8106;m3xC;15347;m3xC;12038;h
80488383;MULTICAL 303;Varme;08-10-2025 00:55;0;246,00;m3;51,09;C;46,02;C;0,334;m3/h;13739;m3xC;17466;m3xC;12168;h
80341348;MULTICAL 303;Varme;08-10-2025 01:00;0;369,54;m3;58,11;C;30,72;C;0,049;m3/h;15638;m3xC;6273;m3xC;12436;h
80812111;MULTICAL 303;Varme;08-10-2025 01:05;0;121,65;m3;45,61;C;38,98;C;0,151;m3/h;23454;m3xC;6412;m3xC;12180;h
80458958;MULTICAL 303;Varme;08-10-2025 01:10;0;422,43;m3;50,24;C;42,20;C;0,053;m3/h;21322;m3xC;8397;m3xC;12121;h
80640509;MULTICAL 303;Varme;08-10-2025 01:15;0;141,93;m3;52,41;C;33,21;C;0,215;m3/h;17804;m3xC;15244;m3xC;12147;h
80421622;MULTICAL 303;Varme;08-10-2025 01:20;0;267,39;m3;58,59;C;42,21;C;0,054;m3/h;10610;m3xC;10930;m3xC;12260;h
80960552;MULTICAL 303;Varme;08-10-2025 01:25;0;158,82;m3;48,60;C;37,60;C;0,232;m3/h;12117;m3xC;7276;m3xC;12477;h
80336888;MULTICAL 303;Varme;08-10-2025 01:30;0;63,73;m3;64,63;C;25,21;C;0,094;m3/h;24511;m3xC;5205;m3xC;12427;h
80724892;MULTICAL 303;Varme;08-10-2025 01:35;0;107,87;m3;48,58;C;44,62;C;0,314;m3/h;16293;m3xC;4577;m3xC;12157;h
80278474;MULTICAL 303;Varme;08-10-2025 01:40;0;189,67;m3;58,19;C;31,63;C;0,229;m3/h;24694;m3xC;10992;m3xC;12103;h
